+-----------+---------+-----------------+--------------+-------------+--------------+-------------+------------+
|  caching  | machine |     device      |    master    |   melanie   |    thomas    | melanie_pct | thomas_pct |
+-----------+---------+-----------------+--------------+-------------+--------------+-------------+------------+
| cached-os | 1   | cyclic      | ryzen   | raid-sata       | 3143.2635   | 3036.4385   | 2962.902    | 96          | 94         |
| cached-os | 1   | cyclic      | xeon    | samsung-990-pro | 9335.596    | 8558.788    | 8382.9565   | 91          | 89         |
| cached-os | 1   | cyclic      | xeon    | wd-sn640        | 9321.088    | 8539.102    | 8252.764    | 91          | 88         |
| cached-os | 1   | cyclic-fuzz | ryzen   | nvme            | 3405.999    | 3248.032    | 3202.017    | 95          | 94         |
| cached-os | 1   | cyclic-fuzz | ryzen   | raid-nvme       | 3404.1585   | 3273.5085   | 3180.586    | 96          | 93         |
| cached-os | 1   | cyclic-fuzz | ryzen   | raid-sata       | 3411.56     | 3272.9045   | 3209.7585   | 95          | 94         |
| cached-os | 1   | cyclic-fuzz | xeon    | samsung-990-pro | 10056.501   | 9203.8145   | 9088.705    | 91          | 90         |
| cached-os | 1   | cyclic-fuzz | xeon    | wd-sn640        | 10113.526   | 9227.202    | 8930.906    | 91          | 88         |
| cached-os | 1   | uniform     | ryzen   | nvme            | 23853.3625  | 22778.28    | 22552.1355  | 95          | 94         |
| cached-os | 1   | uniform     | ryzen   | raid-nvme       | 23785.4975  | 22708.953   | 22488.7035  | 95          | 94         |
| cached-os | 1   | uniform     | ryzen   | raid-sata       | 23777.65    | 22780.9095  | 22508.2685  | 95          | 94         |
| cached-os | 1   | uniform     | xeon    | samsung-990-pro | 70032.45    | 65391.812   | 64747.971   | 93          | 92         |
| cached-os | 1   | uniform     | xeon    | wd-sn640        | 70650.3515  | 65855.569   | 63578.451   | 93          | 89         |
| cached-os | 8   | cyclic      | ryzen   | nvme            | 3151.837    | 3058.291    | 2983.85     | 97          | 94         |
| cached-os | 8   | cyclic      | ryzen   | raid-nvme       | 3137.9025   | 3047.343    | 2978.793    | 97          | 94         |
| cached-os | 8   | cyclic      | ryzen   | raid-sata       | 3136.695    | 3056.0825   | 3008.1435   | 97          | 95         |
| cached-os | 8   | cyclic      | xeon    | samsung-990-pro | 9354.3415   | 8585.13     | 8473.1035   | 91          | 90         |
| cached-os | 8   | cyclic      | xeon    | wd-sn640        | 9439.391    | 8626.119    | 8424.744    | 91          | 89         |
| cached-os | 8   | cyclic-fuzz | ryzen   | nvme            | 3383.623    | 3291.773    | 3238.705    | 97          | 95         |
| cached-os | 8   | cyclic-fuzz | ryzen   | raid-nvme       | 3395.978    | 3286.9545   | 3250.673    | 96          | 95         |
| cached-os | 8   | cyclic-fuzz | ryzen   | raid-sata       | 3408.745    | 3311.1715   | 3242.706    | 97          | 95         |
| cached-os | 8   | cyclic-fuzz | xeon    | samsung-990-pro | 10139.3115  | 9299.8495   | 9171.242    | 91          | 90         |
| cached-os | 8   | cyclic-fuzz | xeon    | wd-sn640        | 10144.516   | 9289.032    | 9134.561    | 91          | 90         |
| cached-os | 8   | uniform     | ryzen   | nvme            | 23971.4185  | 23244.6805  | 22887.259   | 96          | 95         |
| cached-os | 8   | uniform     | ryzen   | raid-nvme       | 23954.6915  | 23199.0585  | 22810.7465  | 96          | 95         |
| cached-os | 8   | uniform     | ryzen   | raid-sata       | 23950.178   | 23199.0175  | 22867.775   | 96          | 95         |
| cached-os | 8   | uniform     | xeon    | samsung-990-pro | 70608.868   | 66289.749   | 65945.981   | 93          | 93         |
| cached-os | 8   | uniform     | xeon    | wd-sn640        | 71238.0925  | 66687.339   | 65266.078   | 93          | 91         |
| cached-os | 16  | cyclic      | ryzen   | nvme            | 3149.189    | 3080.121    | 3026.048    | 97          | 96         |
| cached-os | 16  | cyclic      | ryzen   | raid-nvme       | 3142.3415   | 3048.16     | 3005.5795   | 97          | 95         |
| cached-os | 16  | cyclic      | ryzen   | raid-sata       | 3143.488    | 3047.6925   | 3019.559    | 96          | 96         |
| cached-os | 16  | cyclic      | xeon    | samsung-990-pro | 9375.0685   | 8579.049    | 8480.5165   | 91          | 90         |
| cached-os | 16  | cyclic      | xeon    | wd-sn640        | 9410.527    | 8580.523    | 8438.439    | 91          | 89         |
| cached-os | 16  | cyclic-fuzz | ryzen   | nvme            | 3365.989    | 3299.595    | 3238.121    | 98          | 96         |
| cached-os | 16  | cyclic-fuzz | ryzen   | raid-nvme       | 3393.962    | 3305.554    | 3247.1755   | 97          | 95         |
| cached-os | 16  | cyclic-fuzz | ryzen   | raid-sata       | 3412.5855   | 3318.9695   | 3248.823    | 97          | 95         |
| cached-os | 16  | cyclic-fuzz | xeon    | samsung-990-pro | 10139.139   | 9286.129    | 9143.4085   | 91          | 90         |
| cached-os | 16  | cyclic-fuzz | xeon    | wd-sn640        | 10218.585   | 9284.751    | 9167.14     | 90          | 89         |
| cached-os | 16  | uniform     | ryzen   | nvme            | 23968.7295  | 23221.6475  | 22976.1185  | 96          | 95         |
| cached-os | 16  | uniform     | ryzen   | raid-nvme       | 23888.7665  | 23183.4335  | 22939.4155  | 97          | 96         |
| cached-os | 16  | uniform     | ryzen   | raid-sata       | 23976.923   | 23255.275   | 22989.526   | 96          | 95         |
| cached-os | 16  | uniform     | xeon    | samsung-990-pro | 70823.6965  | 66259.607   | 65914.1745  | 93          | 93         |
| cached-os | 16  | uniform     | xeon    | wd-sn640        | 71423.27    | 66700.772   | 65435.3035  | 93          | 91         |
| cached-os | 32  | cyclic      | ryzen   | nvme            | 3143.368    | 3059.056    | 3024.135    | 97          | 96         |
| cached-os | 32  | cyclic      | ryzen   | raid-nvme       | 3136.538    | 3050.533    | 3031.1405   | 97          | 96         |
| cached-os | 32  | cyclic      | ryzen   | raid-sata       | 3151.2345   | 3075.297    | 3021.7865   | 97          | 95         |
| cached-os | 32  | cyclic      | xeon    | samsung-990-pro | 9440.56     | 8593.504    | 8539.533    | 91          | 90         |
| cached-os | 32  | cyclic      | xeon    | wd-sn640        | 9432.988    | 8616.313    | 8488.374    | 91          | 89         |
| cached-os | 32  | cyclic-fuzz | ryzen   | nvme            | 3403.165    | 3293.25     | 3274.309    | 96          | 96         |
| cached-os | 32  | cyclic-fuzz | ryzen   | raid-nvme       | 3406.715    | 3301.4945   | 3273.158    | 96          | 96         |
| cached-os | 32  | cyclic-fuzz | ryzen   | raid-sata       | 3397.9775   | 3318.6005   | 3281.99     | 97          | 96         |
| cached-os | 32  | cyclic-fuzz | xeon    | samsung-990-pro | 10133.393   | 9240.7995   | 9239.0795   | 91          | 91         |
| cached-os | 32  | cyclic-fuzz | xeon    | wd-sn640        | 10195.008   | 9278.063    | 9196.57     | 91          | 90         |
| cached-os | 32  | uniform     | ryzen   | nvme            | 23997.9145  | 23291.7925  | 23023.0455  | 97          | 95         |
| cached-os | 32  | uniform     | ryzen   | raid-nvme       | 23867.169   | 23256.1875  | 22989.2055  | 97          | 96         |
| cached-os | 32  | uniform     | ryzen   | raid-sata       | 23994.6325  | 23274.1115  | 23041.455   | 96          | 96         |
| cached-os | 32  | uniform     | xeon    | samsung-990-pro | 70842.687   | 66476.096   | 66134.074   | 93          | 93         |
| cached-os | 32  | uniform     | xeon    | wd-sn640        | 71500.0135  | 66914.3255  | 66020.6035  | 93          | 92         |
| uncached  | 0   | cyclic      | ryzen   | nvme            | 12071.161   | 10836.857   | 10844.959   | 89          | 89         |
| uncached  | 0   | cyclic      | ryzen   | raid-nvme       | 9786.6385   | 9074.3685   | 9025.139    | 92          | 92         |
| uncached  | 0   | cyclic      | ryzen   | raid-sata       | 37268.3155  | 34313.393   | 34166.2135  | 92          | 91         |
| uncached  | 0   | cyclic      | xeon    | samsung-990-pro | 25630.512   | 23877.537   | 23684.8125  | 93          | 92         |
| uncached  | 0   | cyclic      | xeon    | wd-sn640        | 29715.065   | 29233.62    | 29401.793   | 98          | 98         |
| uncached  | 0   | cyclic-fuzz | ryzen   | nvme            | 13410.773   | 12042.691   | 12062.726   | 89          | 89         |
| uncached  | 0   | cyclic-fuzz | ryzen   | raid-nvme       | 10767.6215  | 10060.266   | 9941.223    | 93          | 92         |
| uncached  | 0   | cyclic-fuzz | ryzen   | raid-sata       | 40605.7275  | 37604.5965  | 37669.6795  | 92          | 92         |
| uncached  | 0   | cyclic-fuzz | xeon    | samsung-990-pro | 27456.983   | 26149.1465  | 26110.376   | 95          | 95         |
| uncached  | 0   | cyclic-fuzz | xeon    | wd-sn640        | 31737.653   | 31589.777   | 31272.267   | 99          | 98         |
| uncached  | 0   | uniform     | ryzen   | nvme            | 113276.7195 | 134232.875  | 134090.1805 | 118         | 118        |
| uncached  | 0   | uniform     | ryzen   | raid-nvme       | 98338.492   | 118993.269  | 119131.077  | 121         | 121        |
| uncached  | 0   | uniform     | ryzen   | raid-sata       | 312662.0335 | 343480.9555 | 343545.2755 | 109         | 109        |
| uncached  | 0   | uniform     | xeon    | samsung-990-pro | 174896.2445 | 189498.7435 | 190990.692  | 108         | 109        |
| uncached  | 0   | uniform     | xeon    | wd-sn640        | 142655.3955 | 146376.109  | 146181.1715 | 102         | 102        |
| uncached  | 1   | cyclic      | ryzen   | nvme            | 30778.49    | 18066.659   | 13209.85    | 58          | 42         |
| uncached  | 1   | cyclic      | ryzen   | raid-nvme       | 40480.5785  | 18762.5925  | 10060.671   | 46          | 24         |
| uncached  | 1   | cyclic      | ryzen   | raid-sata       | 56285.5035  | 41187.7885  | 34582.569   | 73          | 61         |
| uncached  | 1   | cyclic      | xeon    | samsung-990-pro | 40667.4765  | 24873.851   | 22538.2     | 61          | 55         |
| uncached  | 1   | cyclic      | xeon    | wd-sn640        | 69805.366   | 43023.319   | 31051.055   | 61          | 44         |
| uncached  | 1   | cyclic-fuzz | ryzen   | nvme            | 33279.25    | 19539.686   | 14723.542   | 58          | 44         |
| uncached  | 1   | cyclic-fuzz | ryzen   | raid-nvme       | 44983.968   | 20734.7765  | 11235.86    | 46          | 24         |
| uncached  | 1   | cyclic-fuzz | ryzen   | raid-sata       | 61175.0715  | 44768.696   | 38186.902   | 73          | 62         |
| uncached  | 1   | cyclic-fuzz | xeon    | samsung-990-pro | 44618.222   | 27690.0665  | 25137.0065  | 62          | 56         |
| uncached  | 1   | cyclic-fuzz | xeon    | wd-sn640        | 76077.758   | 46940.432   | 33584.428   | 61          | 44         |
| uncached  | 1   | uniform     | ryzen   | nvme            | 246886.1045 | 206922.7965 | 171037.838  | 83          | 69         |
| uncached  | 1   | uniform     | ryzen   | raid-nvme       | 252721.671  | 180778.5055 | 136414.8245 | 71          | 53         |
| uncached  | 1   | uniform     | ryzen   | raid-sata       | 592354.1585 | 481387.4805 | 397491.239  | 81          | 67         |
| uncached  | 1   | uniform     | xeon    | samsung-990-pro | 236034.703  | 216837.353  | 192456.9065 | 91          | 81         |
| uncached  | 1   | uniform     | xeon    | wd-sn640        | 214949.466  | 176793.8125 | 146530.205  | 82          | 68         |
| uncached  | 8   | cyclic      | ryzen   | nvme            | 14891.048   | 6672.916    | 6430.386    | 44          | 43         |
| uncached  | 8   | cyclic      | ryzen   | raid-nvme       | 10264.6985  | 5451.9665   | 5620.0485   | 53          | 54         |
| uncached  | 8   | cyclic      | ryzen   | raid-sata       | 26355.643   | 12729.8805  | 15614.9405  | 48          | 59         |
| uncached  | 8   | cyclic      | xeon    | samsung-990-pro | 15869.285   | 12456.429   | 14521.0875  | 78          | 91         |
| uncached  | 8   | cyclic      | xeon    | wd-sn640        | 29785.933   | 15807.565   | 16835.418   | 53          | 56         |
| uncached  | 8   | cyclic-fuzz | ryzen   | nvme            | 16381.35    | 7191.35     | 6923.517    | 43          | 42         |
| uncached  | 8   | cyclic-fuzz | ryzen   | raid-nvme       | 11271.1085  | 5936.8755   | 6163.7745   | 52          | 54         |
| uncached  | 8   | cyclic-fuzz | ryzen   | raid-sata       | 28751.751   | 13937.8505  | 16953.301   | 48          | 58         |
| uncached  | 8   | cyclic-fuzz | xeon    | samsung-990-pro | 17520.9505  | 13565.818   | 15704.886   | 77          | 89         |
| uncached  | 8   | cyclic-fuzz | xeon    | wd-sn640        | 32465.134   | 17238.272   | 18103.181   | 53          | 55         |
| uncached  | 8   | uniform     | ryzen   | nvme            | 105037.0505 | 48039.919   | 43950.4705  | 45          | 41         |
| uncached  | 8   | uniform     | ryzen   | raid-nvme       | 70785.487   | 46315.681   | 45227.77    | 65          | 63         |
| uncached  | 8   | uniform     | ryzen   | raid-sata       | 220218.09   | 130878.241  | 128740.168  | 59          | 58         |
| uncached  | 8   | uniform     | xeon    | samsung-990-pro | 111639.9935 | 97027.8275  | 95900.89    | 86          | 85         |
| uncached  | 8   | uniform     | xeon    | wd-sn640        | 128407.517  | 115067.735  | 107685.21   | 89          | 83         |
| uncached  | 16  | cyclic      | ryzen   | nvme            | 7493.674    | 5095.004    | 5833.075    | 67          | 77         |
| uncached  | 16  | cyclic      | ryzen   | raid-nvme       | 7774.0335   | 4898.2265   | 5019.8235   | 63          | 64         |
| uncached  | 16  | cyclic      | ryzen   | raid-sata       | 19551.394   | 9716.9995   | 12124.662   | 49          | 62         |
| uncached  | 16  | cyclic      | xeon    | samsung-990-pro | 14157.012   | 12203.6835  | 13590.1095  | 86          | 95         |
| uncached  | 16  | cyclic      | xeon    | wd-sn640        | 22675.369   | 14292.187   | 15244.355   | 63          | 67         |
| uncached  | 16  | cyclic-fuzz | ryzen   | nvme            | 8993.858    | 5831.66     | 6392.763    | 64          | 71         |
| uncached  | 16  | cyclic-fuzz | ryzen   | raid-nvme       | 8395.425    | 5331.491    | 5498.7315   | 63          | 65         |
| uncached  | 16  | cyclic-fuzz | ryzen   | raid-sata       | 21376.215   | 10637.8995  | 12950.4175  | 49          | 60         |
| uncached  | 16  | cyclic-fuzz | xeon    | samsung-990-pro | 15468.0085  | 13361.038   | 14631.356   | 86          | 94         |
| uncached  | 16  | cyclic-fuzz | xeon    | wd-sn640        | 24705.108   | 15560.132   | 16550.935   | 62          | 66         |
| uncached  | 16  | uniform     | ryzen   | nvme            | 68365.47    | 41788.482   | 39120.387   | 61          | 57         |
| uncached  | 16  | uniform     | ryzen   | raid-nvme       | 54128.461   | 38256.6335  | 37882.506   | 70          | 69         |
| uncached  | 16  | uniform     | ryzen   | raid-sata       | 163830.7005 | 93761.3215  | 95768.396   | 57          | 58         |
| uncached  | 16  | uniform     | xeon    | samsung-990-pro | 107656.4115 | 96978.7615  | 95582.183   | 90          | 88         |
| uncached  | 16  | uniform     | xeon    | wd-sn640        | 122543.953  | 109198.508  | 103336.18   | 89          | 84         |
| uncached  | 32  | cyclic      | ryzen   | nvme            | 6375.986    | 4824.434    | 5279.556    | 75          | 82         |
| uncached  | 32  | cyclic      | ryzen   | raid-nvme       | 5686.952    | 4503.016    | 4735.4275   | 79          | 83         |
| uncached  | 32  | cyclic      | ryzen   | raid-sata       | 15352.9445  | 8311.8595   | 9977.8145   | 54          | 64         |
| uncached  | 32  | cyclic      | xeon    | samsung-990-pro | 13876.4305  | 12256.8455  | 12900.792   | 88          | 92         |
| uncached  | 32  | cyclic      | xeon    | wd-sn640        | 17788.864   | 13524.728   | 14370.393   | 76          | 80         |
| uncached  | 32  | cyclic-fuzz | ryzen   | nvme            | 7037.363    | 5322.38     | 5693.452    | 75          | 80         |
| uncached  | 32  | cyclic-fuzz | ryzen   | raid-nvme       | 6217.484    | 4905.116    | 5094.5355   | 78          | 81         |
| uncached  | 32  | cyclic-fuzz | ryzen   | raid-sata       | 16747.792   | 8968.677    | 10645.7435  | 53          | 63         |
| uncached  | 32  | cyclic-fuzz | xeon    | samsung-990-pro | 14909.2285  | 13174.9625  | 13966.8165  | 88          | 93         |
| uncached  | 32  | cyclic-fuzz | xeon    | wd-sn640        | 19339.938   | 14618.554   | 15524.017   | 75          | 80         |
| uncached  | 32  | uniform     | ryzen   | nvme            | 56886.328   | 39743.162   | 38446.4085  | 69          | 67         |
| uncached  | 32  | uniform     | ryzen   | raid-nvme       | 43952.492   | 35545.8345  | 35221.352   | 80          | 80         |
| uncached  | 32  | uniform     | ryzen   | raid-sata       | 131156.6885 | 70262.68    | 74453.254   | 53          | 56         |
| uncached  | 32  | uniform     | xeon    | samsung-990-pro | 106419.277  | 97054.1435  | 95782.8395  | 91          | 90         |
| uncached  | 32  | uniform     | xeon    | wd-sn640        | 118231.222  | 105824.488  | 100724.4255 | 89          | 85         |
+-----------+-----+-------------+---------+-----------------+-------------+-------------+-------------+-------------+------------+
